Location,Cross_Street,Latitude,Longitude,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description,Year_Reported,Year_Occurred,Month_Reported,Month_Occurred,Day_Reported,Day_Occurred
OLYMPIC,BEACON,34.0498,-118.2754,130.0,2.0,Rampart,275.0,2.0,0305 0429 0500 0551 1822 0400,28.0,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,3,3,4,4
12900    FILMORE                      ST,,34.277,-118.4143,2025.0,16.0,Foothill,1602.0,2.0,1822 0924,0.0,Unknown,X,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,12,11,5,29
700 S  INDIANA                      ST,,34.0248,-118.1956,1530.0,4.0,Hollenbeck,479.0,1.0,0400,0.0,M,X,720.0,JUNIOR HIGH SCHOOL,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,9,9
12700    PACIFIC                      AV,,33.9993,-118.4397,200.0,14.0,Pacific,1445.0,1.0,0344,40.0,M,B,140.0,BALCONY*,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,9,7
2700 S  WESTERN                      AV,,34.0282,-118.3133,235.0,3.0,Southwest,336.0,1.0,1607 1822 0329 0321 1402 0209,19.0,Unknown,X,222.0,LAUNDROMAT,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,21,21
1700 S  MAIN                         ST,,33.9874,-118.4706,30.0,14.0,Pacific,1431.0,1.0,1501,63.0,M,W,418.0,,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,7,7
VICTORY                      BL,BABCOCK                      AV,34.1797,-118.4014,1220.0,15.0,N Hollywood,1532.0,1.0,2000 0401 0419 0408 1414 1218 0913 1814 1310 2004,25.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,7,7,28,28
WEYBURN,GLENDON,34.0625,-118.444,30.0,8.0,West LA,817.0,2.0,0329 1218 1822,60.0,M,W,102.0,SIDEWALK,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,28,28
22700    BERDON                       ST,,34.171,-118.6233,800.0,21.0,Topanga,2175.0,1.0,0344,64.0,M,W,104.0,DRIVEWAY,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,30,29
7100    CANOGA                       AV,,34.1992,-118.5977,1000.0,21.0,Topanga,2146.0,1.0,1606 0344 0345 1420,32.0,M,B,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,18,18
14800    MAGNOLIA                     BL,,34.1684,-118.4586,430.0,9.0,Van Nuys,952.0,1.0,Unknown,0.0,,Unknown,123.0,PARKING UNDERGROUND/BUILDING,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,14,13
9300    RHEA                         AV,,34.2391,-118.5415,2300.0,17.0,Devonshire,1767.0,1.0,1251 0500 0501 1817 0527 0913 1259 1206,17.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,5,4,14,7
1800 W  VERNON                       AV,,34.0073,-118.3108,2200.0,3.0,Southwest,395.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,AA,Adult Arrest,2020,2020,7,7,23,22
9200    AIRPORT                      BL,,33.9523,-118.3906,1600.0,14.0,Pacific,1495.0,2.0,1300,0.0,Unknown,X,108.0,PARKING LOT,0.0,No Weapon,JA,Juv Arrest,2020,2020,5,5,2,2
2600 S  MANSFIELD                    AV,,34.0325,-118.3524,1.0,3.0,Southwest,312.0,1.0,0329 0342 0344 1307 1309 1609 1822,48.0,M,H,707.0,GARAGE/CARPORT,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,23,22
500 W  OLYMPIC                      BL,,34.043,-118.2606,2025.0,1.0,Central,182.0,1.0,0344 1822 0346,31.0,F,W,102.0,SIDEWALK,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,6,5
2100    2ND                          AV,,34.038,-118.3189,1730.0,7.0,Wilshire,789.0,2.0,1822 1300 0321,52.0,F,B,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,17,16
CENTURY,ANZAC,33.9457,-118.2379,1945.0,18.0,Southeast,1827.0,1.0,1822 0329 1240 1310 1300,37.0,M,H,101.0,STREET,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,2020,2020,6,6,27,27
2300    CASTILIAN                    DR,,34.1117,-118.3434,2000.0,6.0,Hollywood,625.0,2.0,1501 0913,33.0,M,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,7,6
12100    HUSTON                       ST,,34.1594,-118.3965,100.0,15.0,N Hollywood,1544.0,1.0,1300 0344 0385,70.0,M,W,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,23,21
WILMINGTON                   ST,113TH                        ST,33.9325,-118.239,1900.0,18.0,Southeast,1837.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,18,17
7600    FALLBROOK                    AV,,34.2083,-118.6234,1500.0,21.0,Topanga,2113.0,1.0,0411 1402 0913 2004,47.0,M,O,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,2020,2020,8,8,28,28
21600    ERWIN                        ST,,34.1829,-118.6002,1740.0,21.0,Topanga,2156.0,2.0,2000 1243 0448 0447 0416 0319 2002,50.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",306.0,ROCK/THROWN OBJECT,AA,Adult Arrest,2020,2020,6,6,25,25
2900 E  WASHINGTON                   BL,,34.0167,-118.2176,630.0,4.0,Hollenbeck,497.0,1.0,0329 1302,63.0,M,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,31,31
12600    SHERMAN                      WY,,34.2012,-118.4073,930.0,15.0,N Hollywood,1513.0,2.0,0329,61.0,F,W,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,28,28
600    MILL                         ST,,34.0382,-118.2345,2100.0,1.0,Central,159.0,1.0,1609 0344 1307 0329 1822 0377,32.0,M,W,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,25,24
300 N  LA CIENEGA                   BL,,34.0761,-118.3766,2230.0,7.0,Wilshire,711.0,1.0,1609 0344,28.0,M,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,12,11
8700    DENKER                       AV,,33.959,-118.3046,400.0,12.0,77th Street,1273.0,1.0,0344 0321 1601 1822 1202,73.0,M,B,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,21,13
500 W  88TH                         ST,,33.9574,-118.2847,2000.0,18.0,Southeast,1801.0,2.0,2000 0448 0400 0913 1814,31.0,F,B,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,11,11
9TH                          ST,GLADYS,34.0344,-118.2471,1400.0,13.0,Newton,1307.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,30,30
1000 N  ORANGE                       DR,,34.0889,-118.3416,1800.0,6.0,Hollywood,663.0,1.0,1609 0344,56.0,M,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,6,6
1400    VENICE                       BL,,33.9945,-118.452,2100.0,14.0,Pacific,1433.0,1.0,0344,25.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,9,9,18,17
WILTON,N  SAN MARINO,34.0545,-118.3145,10.0,20.0,Olympic,2062.0,1.0,1822 0342 0305 0302 0432 0337 0355 0344 1309 0420,24.0,M,A,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,2020,2020,3,3,14,14
41ST                         ST,SAN PEDRO                    ST,34.0082,-118.2699,20.0,13.0,Newton,1354.0,1.0,0432 1309,0.0,M,H,101.0,STREET,307.0,VEHICLE,IC,Invest Cont,2020,2020,12,12,19,19
15300    OXNARD                       ST,,34.1794,-118.4672,1440.0,9.0,Van Nuys,941.0,1.0,Unknown,0.0,,Unknown,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,10,7
1100 W  77TH                         ST,,33.9702,-118.2962,1300.0,12.0,77th Street,1255.0,1.0,0344 0394 1822,30.0,F,O,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,9,6
2200 E  114TH                        ST,,33.9315,-118.2336,100.0,18.0,Southeast,1849.0,2.0,1100 1822 1300 0329,33.0,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,No Weapon,IC,Invest Cont,2020,2020,7,6,3,27
90TH                         ST,MCKINLEY                     ST,33.9547,-118.2608,2100.0,18.0,Southeast,1806.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,9,9,30,29
2300 S  RIDGELEY                     DR,,34.0364,-118.3601,1700.0,7.0,Wilshire,783.0,1.0,0408 2000 1814 0913,37.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,4,4,1,1
14900    RAYMER                       ST,,34.2131,-118.4584,2030.0,9.0,Van Nuys,904.0,1.0,1420 0344 0325,29.0,M,H,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,28,25
BUDLONG                      AV,80TH                         ST,33.9665,-118.2962,420.0,12.0,77th Street,1265.0,1.0,0906 1402 1100 1300,31.0,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,2020,2020,9,9,27,27
3500    WRIGHTWOOD                   DR,,34.1347,-118.3728,755.0,15.0,N Hollywood,1599.0,2.0,0377 0928,56.0,F,W,710.0,OTHER PREMISE,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,22,21
11200    NORRIS                       AV,,34.2734,-118.4194,2015.0,16.0,Foothill,1612.0,2.0,0913 1501,35.0,F,B,101.0,STREET,0.0,No Weapon,AO,Adult Other,2020,2020,2,2,5,5
20800 W  VENTURA                      BL,,34.1664,-118.5863,1625.0,21.0,Topanga,2189.0,1.0,1420 2028 0325,25.0,F,O,404.0,DEPARTMENT STORE,0.0,No Weapon,AO,Adult Other,2020,2020,6,5,17,11
4400 S  CENTRAL                      AV,,34.0037,-118.2609,1800.0,13.0,Newton,1353.0,1.0,0344,0.0,M,W,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,16,12
100 W  25TH                         ST,,34.0258,-118.268,1000.0,13.0,Newton,1321.0,1.0,0397 0358 0344 0329 1602,47.0,M,O,213.0,WAREHOUSE,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,6,3
1300    PARK WESTERN                 DR,,33.754,-118.3048,2100.0,5.0,Harbor,541.0,1.0,Unknown,0.0,,Unknown,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,31,30
7TH,LOS ANGELES                  ST,34.0436,-118.2509,1830.0,1.0,Central,174.0,1.0,0377 1609 1307 0329 1822 0344,35.0,F,B,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,25,25
7100    GLASGOW                      AV,,33.9723,-118.3723,320.0,14.0,Pacific,1469.0,2.0,0329,50.0,F,O,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,6,6
8800    REMICK                       AV,,34.2293,-118.4038,2245.0,16.0,Foothill,1681.0,2.0,0329 0400 0342 0416 0417 0913,29.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,4,4,25,24
6200    YORK                         BL,,34.1153,-118.1839,2100.0,11.0,Northeast,1128.0,1.0,0325 0344,0.0,Unknown,X,242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",0.0,No Weapon,IC,Invest Cont,2020,2020,9,9,3,2
700 W  59TH                         PL,,33.986,-118.2859,2200.0,12.0,77th Street,1239.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,14,13
4200    SANTO TOMAS                  DR,,34.0103,-118.3456,1200.0,3.0,Southwest,391.0,1.0,0344 1606,52.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,7,2
8500    BALBOA                       BL,,34.2248,-118.5151,900.0,17.0,Devonshire,1795.0,1.0,Unknown,0.0,,Unknown,208.0,AUTO SALES LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,9,4
400    GIN LING                     WY,,34.0658,-118.2378,5.0,1.0,Central,111.0,2.0,0416 1822,28.0,M,W,207.0,BAR/COCKTAIL/NIGHTCLUB,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2020,2020,2,2,10,7
4300    PROSPECT                     AV,,34.1053,-118.2785,1000.0,11.0,Northeast,1143.0,1.0,Unknown,0.0,,Unknown,104.0,DRIVEWAY,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,30,17
10300    SHERMAN GROVE                AV,,34.2561,-118.3201,1305.0,16.0,Foothill,1656.0,2.0,0377 0930 1822,27.0,M,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2021,2020,5,5,15,21
9300    BURNET                       AV,,34.2394,-118.4632,620.0,19.0,Mission,1962.0,1.0,0429 0419 1402 2000 0913 0444 0408,26.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,2020,2020,10,10,2,2
7300    LURLINE                      AV,,34.2031,-118.5841,1030.0,21.0,Topanga,2137.0,2.0,0444 0554,65.0,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,9,9,8,7
4300    GARTHWAITE                   AV,,34.0048,-118.3288,1530.0,3.0,Southwest,393.0,1.0,0344 0416 0448 1822,34.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,9,9,2,2
7800    VAN NUYS                     BL,,34.212,-118.4488,1200.0,19.0,Mission,1998.0,1.0,0325,28.0,M,O,401.0,MINI-MART,0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,14,14
5400    NORWICH                      AV,,34.1685,-118.4607,1800.0,9.0,Van Nuys,952.0,1.0,1300 1606 0344,52.0,F,B,104.0,DRIVEWAY,0.0,No Weapon,IC,Invest Cont,2020,2020,8,7,31,26
CUMMINGS,4TH,34.0428,-118.2167,1800.0,4.0,Hollenbeck,463.0,2.0,0329 1300,35.0,M,B,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,17,15
1900    GRANVILLE                    AV,,34.0374,-118.4535,320.0,8.0,West LA,881.0,2.0,0100 1822,50.0,F,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,2,1
700 W  7TH                          ST,,34.048,-118.2577,1235.0,1.0,Central,162.0,1.0,0325,0.0,Unknown,X,404.0,DEPARTMENT STORE,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,3,3
10400    AVALON                       BL,,33.9417,-118.2652,1900.0,18.0,Southeast,1834.0,1.0,0352 1822 0329,57.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,23,20
HOLLYWOOD,ARGYLE,34.1016,-118.3252,1815.0,6.0,Hollywood,647.0,1.0,0344,30.0,M,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,9,9,5,4
LA BREA                      AV,SAINT ELMO                   DR,34.0442,-118.346,1200.0,7.0,Wilshire,774.0,2.0,1814 1414 0416,20.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,1,1,22,22
13000    BORDEN                       AV,,34.3061,-118.4414,1118.0,19.0,Mission,1916.0,2.0,1259 1501,16.0,F,H,721.0,HIGH SCHOOL,0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,10,10
3500    WHITTIER                     BL,,34.0266,-118.1982,1210.0,4.0,Hollenbeck,479.0,2.0,2000 1813 0913 1241 0400 0416 1202,80.0,M,H,504.0,OTHER RESIDENCE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,2020,2020,10,10,6,6
6000    MELROSE                      AV,,34.0853,-118.3277,1530.0,6.0,Hollywood,676.0,1.0,0344,43.0,F,H,406.0,OTHER STORE,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,10,3
10900    LAUREL CANYON                BL,,34.2686,-118.4426,2300.0,19.0,Mission,1944.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,25,24
12000    MAGNOLIA                     BL,,34.1649,-118.3947,1045.0,15.0,N Hollywood,1545.0,2.0,0377 0922,62.0,M,W,301.0,GAS STATION,0.0,No Weapon,IC,Invest Cont,2021,2020,1,12,25,22
BRISTOL                      CI,BRISTOL                      CI,34.057,-118.4883,1.0,8.0,West LA,812.0,1.0,0344 0346,33.0,F,W,504.0,OTHER RESIDENCE,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,31,31
5TH,SAN PEDRO,34.0442,-118.2439,330.0,1.0,Central,148.0,1.0,0411 0305 1218 1822 2001,53.0,M,B,101.0,STREET,207.0,OTHER KNIFE,IC,Invest Cont,2020,2020,4,4,9,9
700 S  BIXEL                        ST,,34.0507,-118.2643,2230.0,2.0,Rampart,269.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,7,6,3,29
500 N  FIGUEROA                     ST,,34.0615,-118.247,2130.0,1.0,Central,111.0,1.0,0344 1300 1822 0377,53.0,F,H,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,14,13
1300    MIDVALE                      AV,,34.0557,-118.444,1400.0,8.0,West LA,833.0,2.0,1300 0329,50.0,M,H,707.0,GARAGE/CARPORT,0.0,No Weapon,IC,Invest Cont,2020,2020,7,6,1,30
1500 S  ORANGE GROVE                 AV,,34.0495,-118.366,2008.0,7.0,Wilshire,763.0,2.0,0416 0444,59.0,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,1,1,17,17
WOODLEY,BURBANK,34.1796,-118.482,1815.0,10.0,West Valley,1049.0,2.0,0359 0416 1822 0319 0202 0443,66.0,M,W,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,2,2,17,17
2600    ARLINGTON                    AV,,34.0322,-118.3177,1400.0,3.0,Southwest,315.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,8,7,2,30
1800    INDUSTRIAL                   ST,,34.0358,-118.2345,800.0,1.0,Central,159.0,2.0,0377 1822,0.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,AA,Adult Arrest,2021,2020,8,5,26,13
WASHINGTON,DELL,33.9811,-118.4635,900.0,14.0,Pacific,1441.0,1.0,0346 1822,33.0,M,B,117.0,BEACH,0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,24,23
400 S  SAN PEDRO                    ST,,34.0458,-118.243,400.0,1.0,Central,148.0,2.0,0913 1276 0416 1218 2004 0361,29.0,F,B,710.0,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,3,3,3,3
100 W  9TH                          ST,,34.0438,-118.2547,1620.0,1.0,Central,163.0,2.0,0329 1300,51.0,M,A,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,22,20
3400    WHITTIER                     BL,,34.0276,-118.2005,2200.0,4.0,Hollenbeck,478.0,2.0,0329 0327,0.0,Unknown,X,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2021,2020,9,9,9,7
13700    OXNARD                       ST,,34.1794,-118.4312,45.0,9.0,Van Nuys,946.0,1.0,0344,59.0,M,W,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,16,16
6300    BRYNHURST                    AV,,33.9806,-118.3338,2315.0,12.0,77th Street,1241.0,1.0,0906 1402 1407 1100 0450 1822 1313 0342,43.0,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,2020,2020,7,7,3,3
9000    RESEDA                       BL,,34.234,-118.5361,100.0,17.0,Devonshire,1785.0,1.0,0344 1609 0216,0.0,Unknown,X,210.0,RESTAURANT/FAST FOOD,0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,7,7
21700    VINTAGE                      ST,,34.2522,-118.6023,550.0,17.0,Devonshire,1751.0,1.0,0344 1609 0321 1202 0329,63.0,M,W,501.0,SINGLE FAMILY DWELLING,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,2020,2020,2,1,4,31
9000    CORBIN                       AV,,34.2341,-118.5623,2255.0,17.0,Devonshire,1764.0,2.0,0329,0.0,Unknown,X,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,8,7
1900 S  RIDGELEY                     DR,,34.0398,-118.359,1826.0,7.0,Wilshire,773.0,2.0,0421 1912 1822,34.0,M,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,2020,2020,10,10,27,27
3900    BRIGHTON                     AV,,34.0121,-118.3013,445.0,3.0,Southwest,376.0,1.0,2000 1814 0334 0421 0416 1309 0913,59.0,F,B,501.0,SINGLE FAMILY DWELLING,219.0,SCREWDRIVER,AO,Adult Other,2020,2020,1,1,26,26
4100    ELMER                        AV,,34.143,-118.3768,700.0,15.0,N Hollywood,1585.0,1.0,1820 0344 0800 1822,58.0,F,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,AA,Adult Arrest,2022,2020,3,3,4,1
600 W  12TH                         ST,,33.7333,-118.2906,1900.0,5.0,Harbor,563.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,28,27
ARGYLE,SELMA,34.0998,-118.3252,2300.0,6.0,Hollywood,647.0,1.0,0344 0358 1300 1609 1822,26.0,F,B,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,25,23
57TH                         ST,ST ANDREWS                   ST,33.991,-118.3113,1800.0,12.0,77th Street,1213.0,1.0,0906 1100 1402 1407 0430 1822,20.0,M,B,103.0,ALLEY,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,2020,2020,3,3,17,16
5800    HAROLD                       WY,,34.0993,-118.3159,1.0,6.0,Hollywood,647.0,1.0,0344,23.0,M,W,102.0,SIDEWALK,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,23,23
19800    RINALDI                      ST,,34.2749,-118.5661,1238.0,17.0,Devonshire,1701.0,2.0,0416 2021 2004 0913 1817 0345,37.0,M,W,602.0,BANK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,2020,2020,12,12,22,22
400 E  74TH                         ST,,33.973,-118.2673,1630.0,12.0,77th Street,1259.0,1.0,1822 0319 0449 0334 0337 0432 0344 1309,56.0,M,H,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,2020,2020,6,6,10,10
VARIEL,INGOMAR,34.2047,-118.5879,2240.0,21.0,Topanga,2137.0,1.0,1402 0906,57.0,M,W,101.0,STREET,0.0,No Weapon,AA,Adult Arrest,2020,2020,5,5,7,7
21800    ROSCOE                       BL,,34.2197,-118.6031,2300.0,21.0,Topanga,2115.0,1.0,0913 0400,21.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",216.0,SCISSORS,IC,Invest Cont,2020,2020,6,6,12,12
300 N  OGDEN                        DR,,34.0761,-118.3594,1700.0,7.0,Wilshire,713.0,2.0,0929,24.0,F,H,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,21,21
FLOWER                       ST,51ST                         ST,33.9965,-118.2811,2100.0,12.0,77th Street,1209.0,1.0,1601 0344 1822 1300,22.0,F,B,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,9,8
HOOVER,WASHINGTON,34.0406,-118.2841,2045.0,2.0,Rampart,291.0,1.0,1822 0369 0445 0334 2035 0387,41.0,M,H,301.0,GAS STATION,215.0,MACHETE,IC,Invest Cont,2020,2020,10,10,12,12
14000    VENTURA                      BL,,34.1491,-118.4377,450.0,9.0,Van Nuys,985.0,1.0,0344 1609 0358 1420 0378 0352,36.0,M,B,405.0,CLOTHING STORE,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,25,25
3300 W  54TH                         ST,,33.9931,-118.3299,1330.0,12.0,77th Street,1211.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,21,20
FLOWER                       ST,39TH                         ST,34.014,-118.2816,100.0,3.0,Southwest,359.0,1.0,1218 2000 0334 1814 0913 0407 0431 0425 2004,46.0,F,B,101.0,STREET,506.0,FIRE,AO,Adult Other,2020,2020,6,6,6,3
4900    BALBOA                       BL,,34.1593,-118.5011,1615.0,10.0,West Valley,1078.0,2.0,1822 0930 0928 0929,33.0,M,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,11,2,22,10
3300    BEETHOVEN                    ST,,34.0075,-118.4472,1622.0,14.0,Pacific,1416.0,1.0,0344 1606,43.0,F,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,16,15
18700    PASADERO                     DR,,34.1486,-118.5405,1400.0,10.0,West Valley,1083.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,21,19
BAKMAN,ERWIN,34.1831,-118.3779,500.0,15.0,N Hollywood,1527.0,1.0,1817 0913 1310 1312 0340 1820 0400 1300 1309,26.0,M,W,101.0,STREET,307.0,VEHICLE,AO,Adult Other,2020,2020,2,2,25,24
22600    VENTURA                      BL,,34.1675,-118.6189,600.0,21.0,Topanga,2175.0,2.0,1822 0924,50.0,M,W,406.0,OTHER STORE,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,30,21
10600    DEERING                      AV,,34.2627,-118.5957,1500.0,17.0,Devonshire,1722.0,1.0,0352 0344,58.0,M,O,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2021,2020,1,12,15,3
S  SHERBOURNE                   DR,W  PICO                         BL,34.0535,-118.3795,930.0,8.0,West LA,859.0,1.0,0344 0385 1822,34.0,M,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,20,20
