,Location,Cross_Street,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description
734,S  42ND                         ST,FIGUEROA                     ST,34.0071,-118.2827,12/25/2020 12:00:00 AM,12/25/2020 12:00:00 AM,2100.0,3.0,Southwest,398.0,1.0,0334 0342 0411 0416 0446 1822,34.0,M,H,757.0,BASKETBALL COURTS,218.0,OTHER CUTTING INSTRUMENT,IC,Invest Cont
17660,12900    KAGEL CANYON                 ST,,34.2566,-118.4134,10/28/2020 12:00:00 AM,10/28/2020 12:00:00 AM,545.0,16.0,Foothill,1653.0,2.0,0416 0913 1601 1813,44.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
12537,9900 S  LA CIENEGA                   BL,,33.949,-118.3744,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1950.0,14.0,Pacific,1489.0,2.0,0522 2049,35.0,F,W,710.0,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
18375,17400    HATTERAS                     ST,,34.1762,-118.5122,04/08/2020 12:00:00 AM,04/07/2020 12:00:00 AM,1400.0,10.0,West Valley,1047.0,1.0,1822 1606 1404 1403 1414,32.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
10408,19500    NORMANDIE                    AV,,33.8481,-118.3041,06/03/2020 12:00:00 AM,06/03/2020 12:00:00 AM,1400.0,5.0,Harbor,504.0,1.0,0104 0325,0.0,X,X,404.0,DEPARTMENT STORE,,,AA,Adult Arrest
15396,DETROIT                      ST,SUNSET                       BL,34.098,-118.3456,04/11/2020 12:00:00 AM,04/10/2020 12:00:00 AM,2020.0,6.0,Hollywood,643.0,1.0,0400 0334 1822 2004 1402,43.0,M,W,158.0,TRANSIENT ENCAMPMENT,207.0,OTHER KNIFE,AA,Adult Arrest
13428,ELM                          DR,PICO                         BL,34.0553,-118.3949,11/11/2020 12:00:00 AM,11/08/2020 12:00:00 AM,100.0,8.0,West LA,857.0,2.0,0100 0930,27.0,M,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont
9630,12400    CULVER                       BL,,33.9905,-118.4213,11/08/2020 12:00:00 AM,11/07/2020 12:00:00 AM,1500.0,14.0,Pacific,1455.0,2.0,0329 1300,37.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
129,500 W  61ST                         ST,,33.9842,-118.2827,03/13/2020 12:00:00 AM,03/13/2020 12:00:00 AM,1745.0,12.0,77th Street,1239.0,1.0,0216 0342 0334 0449 0355 0432 1822 0344,24.0,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont
15785,4200    AVALON                       BL,,34.0076,-118.2653,04/28/2020 12:00:00 AM,04/28/2020 12:00:00 AM,1900.0,13.0,Newton,1344.0,2.0,0446 1822,30.0,F,B,701.0,HOSPITAL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
12610,24TH                         ST,CENTRAL                      AV,34.0216,-118.2564,07/22/2020 12:00:00 AM,07/22/2020 12:00:00 AM,430.0,13.0,Newton,1323.0,2.0,0416 2000 0913,35.0,M,B,103.0,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
3239,100 E  90TH                         ST,,33.9546,-118.2739,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,2230.0,18.0,Southeast,1802.0,2.0,0913 0416 0417 0419 0445 0446 0556 0602,40.0,F,B,119.0,"PORCH, RESIDENTIAL",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
3853,500    SAN JULIAN                   ST,,34.0446,-118.245,03/08/2020 12:00:00 AM,03/08/2020 12:00:00 AM,1020.0,1.0,Central,156.0,2.0,0414 1822,42.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
1727,13700    MULHOLLAND                   DR,,34.138,-118.4376,07/05/2020 12:00:00 AM,07/04/2020 12:00:00 AM,2130.0,9.0,Van Nuys,994.0,2.0,0444,27.0,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
725,20500 W  VENTURA                      BL,,34.1685,-118.5777,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,1120.0,21.0,Topanga,2189.0,1.0,1402 1310 1100 0216 1822,41.0,F,W,101.0,STREET,103.0,RIFLE,AO,Adult Other
15737,1900    MAPLE                        AV,,34.0289,-118.2686,09/05/2020 12:00:00 AM,09/02/2020 12:00:00 AM,2100.0,13.0,Newton,1321.0,2.0,0329,35.0,M,H,721.0,HIGH SCHOOL,,,IC,Invest Cont
4391,1500 N  WESTERN                      AV,,34.0982,-118.3092,09/20/2020 12:00:00 AM,09/19/2020 12:00:00 AM,2200.0,6.0,Hollywood,648.0,2.0,0329 1300,27.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont
18599,400 N  SYCAMORE                     AV,,34.0783,-118.3429,11/12/2020 12:00:00 AM,11/12/2020 12:00:00 AM,1318.0,7.0,Wilshire,717.0,1.0,0349,34.0,F,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest
8216,3700    UNION PACIFIC                AV,,34.0165,-118.1965,10/08/2020 12:00:00 AM,10/08/2020 12:00:00 AM,830.0,4.0,Hollenbeck,499.0,1.0,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont
15056,8000    LANGDON                      AV,,34.216,-118.4678,05/19/2020 12:00:00 AM,05/18/2020 12:00:00 AM,1730.0,19.0,Mission,1991.0,1.0,0385,47.0,F,H,101.0,STREET,,,IC,Invest Cont
18947,16000    LASSEN                       ST,,34.2501,-118.481,07/31/2020 12:00:00 AM,07/30/2020 12:00:00 AM,730.0,17.0,Devonshire,1778.0,2.0,0329 1202,64.0,M,B,108.0,PARKING LOT,,,IC,Invest Cont
18478,14200    FRIAR                        ST,,34.1857,-118.4422,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1730.0,9.0,Van Nuys,935.0,2.0,1309 0329 2021,57.0,M,H,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest
9192,1800 S  MESA                         ST,,33.7279,-118.2858,05/08/2020 12:00:00 AM,05/08/2020 12:00:00 AM,1040.0,5.0,Harbor,567.0,2.0,1266 0207,41.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
18593,3000    PALMER                       DR,,34.1335,-118.2307,09/24/2020 12:00:00 AM,09/24/2020 12:00:00 AM,214.0,11.0,Northeast,1112.0,2.0,0443 0432,21.0,M,W,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont
15007,NORMANDIE                    AV,JEFFERSON                    BL,34.0255,-118.3002,10/10/2020 12:00:00 AM,10/10/2020 12:00:00 AM,835.0,3.0,Southwest,357.0,2.0,1309 1310 1822 0919 0416 0446 1251,20.0,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
17015,600    MILL                         ST,,34.0382,-118.2345,01/25/2020 12:00:00 AM,01/24/2020 12:00:00 AM,2100.0,1.0,Central,159.0,1.0,1609 0344 1307 0329 1822 0377,32.0,M,W,101.0,STREET,,,IC,Invest Cont
4488,3700 S  SEPULVEDA                    BL,,34.0146,-118.4185,12/19/2020 12:00:00 AM,12/16/2020 12:00:00 AM,2000.0,14.0,Pacific,1437.0,2.0,0329 1300,27.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
6747,200 E  48TH                         ST,,33.9993,-118.2718,03/27/2020 12:00:00 AM,03/26/2020 12:00:00 AM,1900.0,13.0,Newton,1362.0,2.0,0329 0913 2000,24.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
954,9200    LA SALLE                     AV,,33.9527,-118.3058,10/25/2022 12:00:00 AM,10/25/2020 12:00:00 AM,200.0,12.0,77th Street,1283.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
17464,4500 W  PICO                         BL,,34.0485,-118.3334,11/03/2020 12:00:00 AM,11/03/2020 12:00:00 AM,1815.0,7.0,Wilshire,765.0,1.0,0325,0.0,M,O,243.0,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont
793,600 E  7TH                          ST,,34.0416,-118.244,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,1335.0,1.0,Central,157.0,2.0,0416 1822 0305,20.0,F,H,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
17849,600    HARBOR                       ST,,33.9853,-118.4618,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,1600.0,14.0,Pacific,1441.0,1.0,0344,26.0,F,O,101.0,STREET,,,IC,Invest Cont
12588,BARRANCA                     ST,HUMBOLDT                     ST,34.0809,-118.2167,03/04/2021 12:00:00 AM,12/13/2020 12:00:00 AM,2200.0,4.0,Hollenbeck,412.0,1.0,1300 1302,33.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
1239,600    INDIANA                      AV,,33.9962,-118.4694,11/15/2022 12:00:00 AM,11/15/2020 12:00:00 AM,1200.0,14.0,Pacific,1414.0,2.0,2000 0400 1813 0552,28.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
2586,11100    DE HAVEN                     AV,,34.272,-118.4113,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,800.0,16.0,Foothill,1623.0,2.0,0329 1300,33.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont
2350,10000    WHEATLAND                    AV,,34.2525,-118.3575,03/20/2020 12:00:00 AM,02/16/2020 12:00:00 AM,800.0,16.0,Foothill,1655.0,1.0,0344,45.0,F,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other
843,PECAN,4TH,34.0425,-118.2217,01/17/2020 12:00:00 AM,01/16/2020 12:00:00 AM,2130.0,4.0,Hollenbeck,471.0,1.0,0344 1302 0329,27.0,M,O,101.0,STREET,,,IC,Invest Cont
13085,11100    BALBOA                       BL,,34.2757,-118.5144,03/15/2020 12:00:00 AM,03/15/2020 12:00:00 AM,1530.0,17.0,Devonshire,1729.0,1.0,0325 0352,0.0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont
2433,JEFFERSON                    BL,GRIFFITH                     AV,34.0138,-118.2615,11/27/2020 12:00:00 AM,11/25/2020 12:00:00 AM,1840.0,13.0,Newton,1333.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
2889,10300 S  WESTERN                      AV,,33.9418,-118.309,11/06/2020 12:00:00 AM,11/06/2020 12:00:00 AM,1215.0,12.0,77th Street,1283.0,1.0,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont
3901,2300    WESTWOOD                     BL,,34.0423,-118.4304,09/05/2020 12:00:00 AM,09/05/2020 12:00:00 AM,615.0,8.0,West LA,884.0,2.0,2000 1814 0416,27.0,F,B,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest
15025,100 N  WETHERLY                     DR,,34.0753,-118.3887,09/16/2020 12:00:00 AM,09/16/2020 12:00:00 AM,920.0,7.0,Wilshire,721.0,2.0,1822 0329,63.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
2731,600    FAYETTE                      PL,,34.0804,-118.275,12/15/2020 12:00:00 AM,12/14/2020 12:00:00 AM,2100.0,2.0,Rampart,205.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
3883,4200    NORMAL                       AV,,34.0888,-118.2881,11/23/2020 12:00:00 AM,11/23/2020 12:00:00 AM,2015.0,2.0,Rampart,202.0,1.0,0342 0913 1814 1601 0329 0319 0443 1822 2000,32.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other
15069,900 S  ROBERTSON                    BL,,34.0597,-118.3836,10/04/2020 12:00:00 AM,09/11/2020 12:00:00 AM,850.0,8.0,West LA,849.0,1.0,1609 0344 0352 1822,51.0,M,A,108.0,PARKING LOT,,,IC,Invest Cont
3680,8700 S  FIGUEROA                     ST,,33.9587,-118.2827,04/06/2020 12:00:00 AM,04/03/2020 12:00:00 AM,600.0,18.0,Southeast,1802.0,2.0,0100 1822,39.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
12307,5800 W  SUNSET                       BL,,34.0998,-118.3211,03/19/2020 12:00:00 AM,03/19/2020 12:00:00 AM,1500.0,6.0,Hollywood,647.0,2.0,2000 1814 0448 0408,26.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
12695,5600 W  SUNSET                       BL,,34.0981,-118.3111,05/29/2020 12:00:00 AM,05/29/2020 12:00:00 AM,735.0,6.0,Hollywood,668.0,1.0,0601 0325 0400 0432 0335 0945 1822,0.0,X,X,243.0,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",207.0,OTHER KNIFE,IC,Invest Cont
19488,14200    NORDHOFF                     ST,,34.2386,-118.4464,01/12/2020 12:00:00 AM,01/12/2020 12:00:00 AM,1420.0,19.0,Mission,1966.0,2.0,0416 0361 0603,64.0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont
2855,1100 S  VERMONT                      AV,,34.0499,-118.2879,10/19/2020 12:00:00 AM,10/19/2020 12:00:00 AM,1650.0,20.0,Olympic,2069.0,2.0,2004 0356 1822 1212,0.0,X,X,726.0,POLICE FACILITY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
9708,1200    BLINN                        AV,,33.7876,-118.2452,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,350.0,5.0,Harbor,528.0,1.0,1420 1602 1609 0202,56.0,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont
14270,900 E  2ND                          ST,,34.0472,-118.2349,12/06/2020 12:00:00 AM,12/06/2020 12:00:00 AM,400.0,1.0,Central,139.0,2.0,1414 2000 1814 0408 0913,36.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
14131,CARSON,HARVARD,33.8315,-118.3065,11/29/2020 12:00:00 AM,11/29/2020 12:00:00 AM,1900.0,5.0,Harbor,506.0,2.0,1802 0913 0319 0416 1309,41.0,M,H,301.0,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
19329,7700    BEVERLY                      BL,,34.0782,-118.3573,10/13/2020 12:00:00 AM,10/13/2020 12:00:00 AM,255.0,7.0,Wilshire,713.0,2.0,0416 0202 0400,48.0,M,H,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
6806,BUDLONG                      AV,27TH                         ST,34.0309,-118.2959,06/28/2020 12:00:00 AM,06/28/2020 12:00:00 AM,150.0,3.0,Southwest,326.0,1.0,0444 1251 1822 0202 0216 0209 0354 0302 0334 0355,19.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont
3147,500 S  NORMANDIE                    AV,,34.0654,-118.3004,01/17/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1400.0,20.0,Olympic,2027.0,1.0,0344,23.0,M,W,707.0,GARAGE/CARPORT,,,AO,Adult Other
2544,4700 N  SEPULVEDA                    BL,,34.156,-118.4662,03/28/2020 12:00:00 AM,03/27/2020 12:00:00 AM,1200.0,9.0,Van Nuys,971.0,2.0,0377 1822 0923 0930,28.0,M,H,108.0,PARKING LOT,,,AA,Adult Arrest
10899,5700 W  JEFFERSON                    BL,,34.0265,-118.3721,01/14/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1830.0,3.0,Southwest,321.0,2.0,1912 0443,19.0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont
6351,1200 S  POINT VIEW                   ST,,34.054,-118.3691,05/12/2020 12:00:00 AM,05/11/2020 12:00:00 AM,2340.0,7.0,Wilshire,752.0,2.0,1414,56.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
3957,1600 W  TEMPLE                       ST,,34.0727,-118.2637,02/19/2020 12:00:00 AM,02/14/2020 12:00:00 AM,1800.0,2.0,Rampart,217.0,1.0,0344,25.0,M,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont
12614,2900    JAMES M WOOD                 BL,,34.056,-118.2916,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1830.0,20.0,Olympic,2046.0,2.0,0561 0421 0444,41.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
10725,WILMINGTON                   BL,OPP                          ST,33.7823,-118.2744,04/30/2020 12:00:00 AM,04/30/2020 12:00:00 AM,1635.0,5.0,Harbor,514.0,2.0,0446 0416 0216 0345 1019,51.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
6500,600 S  BERENDO                      ST,,34.0626,-118.2941,05/22/2020 12:00:00 AM,05/10/2020 12:00:00 AM,1400.0,20.0,Olympic,2027.0,2.0,1241 1821 0913 2000 0444 0429,50.0,F,K,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
6753,1000 W  13TH                         ST,,33.7325,-118.299,05/28/2020 12:00:00 AM,05/24/2020 12:00:00 AM,1700.0,5.0,Harbor,563.0,2.0,0329 0603 0913 0361,24.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
17025,1200 S  UNION                        AV,,34.0472,-118.2782,10/30/2020 12:00:00 AM,10/30/2020 12:00:00 AM,624.0,2.0,Rampart,285.0,2.0,0329 0397,0.0,X,X,403.0,DRUG STORE,,,IC,Invest Cont
8623,3700    STEPHEN M WHITE              DR,,33.7111,-118.2865,06/08/2020 12:00:00 AM,06/08/2020 12:00:00 AM,740.0,5.0,Harbor,589.0,2.0,1822 2003 1402 0416 1218 2004,34.0,M,H,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
13386,DEERING                      AV,SHERMAN                      WY,34.2011,-118.5966,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,200.0,21.0,Topanga,2136.0,2.0,0416,45.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
7962,800    GLENDALE                     BL,,34.0727,-118.2637,01/22/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1600.0,2.0,Rampart,217.0,1.0,0394 1202 0344,68.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
18359,10300    ZELZAH                       AV,,34.2576,-118.5233,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,40.0,17.0,Devonshire,1745.0,2.0,0444 0417 1212 2024 2002 2003,23.0,M,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other
11567,800    MANNING                      AV,,34.0661,-118.4385,05/22/2020 12:00:00 AM,05/14/2020 12:00:00 AM,1710.0,8.0,West LA,828.0,1.0,0394 0344 0346,32.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
16022,MELROSE,CAHUENGA,34.0835,-118.3288,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,410.0,6.0,Hollywood,676.0,1.0,0400 0416 2002 2000 1814 0913,29.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
17886,900 S  WILTON                       PL,,34.0555,-118.3143,10/14/2020 12:00:00 AM,10/14/2020 12:00:00 AM,2329.0,20.0,Olympic,2042.0,1.0,0395 1814 0334 0430 0913 1100 2000,34.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other
19849,800 W  83RD                         ST,,33.9637,-118.2871,02/25/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1200.0,12.0,77th Street,1267.0,1.0,1601 0344,38.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
3864,8600    WILLIS                       AV,,34.2266,-118.4553,06/11/2020 12:00:00 AM,06/10/2020 12:00:00 AM,1800.0,19.0,Mission,1984.0,1.0,,0.0,,,707.0,GARAGE/CARPORT,,,AA,Adult Arrest
14414,14400    SYLVAN                       ST,,34.1847,-118.448,10/28/2020 12:00:00 AM,10/27/2020 12:00:00 AM,1800.0,9.0,Van Nuys,935.0,1.0,0329 1414 1607,42.0,M,H,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont
12564,100 S  CUMMINGS                     ST,,34.0446,-118.2156,08/27/2020 12:00:00 AM,08/27/2020 12:00:00 AM,1630.0,4.0,Hollenbeck,463.0,2.0,2000 1814 0446 0408 0913,18.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest
17433,2900 S  GENESEE                      AV,,34.0282,-118.3709,01/19/2021 12:00:00 AM,12/19/2020 12:00:00 AM,800.0,3.0,Southwest,311.0,2.0,2000 1814 1906 0913,28.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
1496,18900    KITTRIDGE                    ST,,34.1902,-118.5448,03/09/2020 12:00:00 AM,03/04/2020 12:00:00 AM,230.0,10.0,West Valley,1023.0,1.0,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont
8526,2300    PASADENA                     AV,,34.0757,-118.2177,04/06/2020 12:00:00 AM,04/04/2020 12:00:00 AM,1945.0,4.0,Hollenbeck,412.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
11339,8200    WOODMAN                      AV,,34.2196,-118.4319,01/14/2020 12:00:00 AM,01/13/2020 12:00:00 AM,2100.0,19.0,Mission,1999.0,1.0,0344 0321,63.0,M,O,727.0,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont
12744,2600    PENNSYLVANIA                 AV,,34.0429,-118.2056,12/15/2020 12:00:00 AM,12/15/2020 12:00:00 AM,300.0,4.0,Hollenbeck,466.0,2.0,2004,0.0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
1867,100 S  OXFORD                       AV,,34.0711,-118.3079,08/14/2020 12:00:00 AM,08/14/2020 12:00:00 AM,1030.0,20.0,Olympic,2013.0,2.0,1822 0329,51.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont
19029,6500    GAZETTE                      AV,,34.1893,-118.5879,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,500.0,21.0,Topanga,2157.0,1.0,1606 1609 0344 0352,34.0,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont
745,10800    LAUREL CANYON                BL,,34.2676,-118.4415,06/28/2020 12:00:00 AM,06/28/2020 12:00:00 AM,1830.0,19.0,Mission,1944.0,1.0,0421 0416 0906 1266 0334 0400 0447 1402 1822 1816,37.0,M,O,221.0,PUBLIC STORAGE,302.0,BLUNT INSTRUMENT,AA,Adult Arrest
3390,21800    ROSCOE                       BL,,34.2197,-118.6031,06/12/2020 12:00:00 AM,06/12/2020 12:00:00 AM,2300.0,21.0,Topanga,2115.0,1.0,0913 0400,21.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",216.0,SCISSORS,IC,Invest Cont
8409,2500    OCEAN VIEW                   AV,,34.0627,-118.2782,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,840.0,2.0,Rampart,245.0,1.0,0411 0445 1402 1218 2004 2047 0913 1817,27.0,F,H,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest
15830,1500 E  55TH                         ST,,33.993,-118.2478,02/23/2021 12:00:00 AM,07/11/2020 12:00:00 AM,1200.0,13.0,Newton,1377.0,2.0,1202 0800 1822,64.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
4095,5400    HAROLD                       WY,,34.0993,-118.3092,12/11/2020 12:00:00 AM,12/09/2020 12:00:00 AM,1000.0,6.0,Hollywood,648.0,1.0,1822 0321 0344,37.0,F,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont
14457,1400 S  POINT VIEW                   ST,,34.0517,-118.3701,11/25/2020 12:00:00 AM,11/25/2020 12:00:00 AM,1850.0,7.0,Wilshire,762.0,2.0,0603 0447 0416 1202,70.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
6892,13400    MAXELLA                      AV,,33.987,-118.4407,09/04/2020 12:00:00 AM,09/04/2020 12:00:00 AM,1530.0,14.0,Pacific,1454.0,2.0,2000 0356 2038 0913 1814,27.0,F,O,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
1814,600 S  RAMPART                      BL,,34.0624,-118.2813,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,255.0,2.0,Rampart,251.0,2.0,2004 0432 0421 1402 1817 0417 0906 0913,31.0,F,H,102.0,SIDEWALK,511.0,VERBAL THREAT,AA,Adult Arrest
414,2300    WESTWOOD                     BL,,34.0424,-118.4305,06/02/2020 12:00:00 AM,05/31/2020 12:00:00 AM,1820.0,8.0,West LA,884.0,1.0,1822 0375 1403 1420 1309 0344 1609,0.0,X,X,403.0,DRUG STORE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont
14672,600 E  5TH                          ST,,34.0438,-118.2416,05/27/2020 12:00:00 AM,05/27/2020 12:00:00 AM,1830.0,1.0,Central,148.0,1.0,1218 2004 0334 0421 0443 0913 0361,25.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AA,Adult Arrest
14484,DICKENS,HASKELL,34.154,-118.4742,04/21/2020 12:00:00 AM,04/21/2020 12:00:00 AM,215.0,10.0,West Valley,1089.0,1.0,1609 0344 1300 1822,37.0,M,H,101.0,STREET,,,IC,Invest Cont
