,Crime_Category
19046,Fraud and White-Collar Crimes
19005,Violent Crimes
1859,Property Crimes
643,Crimes against Public Order
157,Property Crimes
6509,Property Crimes
3962,Crimes against Public Order
13929,Property Crimes
9344,Crimes against Public Order
2946,Property Crimes
4261,Property Crimes
15627,Crimes against Public Order
11781,Fraud and White-Collar Crimes
12681,Property Crimes
7900,Property Crimes
13824,Property Crimes
5742,Crimes against Public Order
15477,Property Crimes
15981,Violent Crimes
9660,Property Crimes
4371,Fraud and White-Collar Crimes
17590,Property Crimes
19064,Property Crimes
15359,Violent Crimes
3221,Crimes against Public Order
12616,Property Crimes
10526,Fraud and White-Collar Crimes
8179,Property Crimes
17758,Property Crimes
10663,Fraud and White-Collar Crimes
10253,Property Crimes
17207,Property Crimes
1806,Property Crimes
2678,Property Crimes
16857,Violent Crimes
6079,Property Crimes
12853,Property Crimes
10608,Fraud and White-Collar Crimes
14003,Violent Crimes
14428,Property Crimes
848,Property Crimes
19893,Fraud and White-Collar Crimes
15531,Violent Crimes
19487,Violent Crimes
2189,Violent Crimes
3123,Crimes against Public Order
5377,Property Crimes
9657,Property Crimes
13706,Property Crimes
17505,Property Crimes
7611,Fraud and White-Collar Crimes
15066,Property Crimes
11055,Fraud and White-Collar Crimes
15318,Violent Crimes
8181,Property Crimes
16815,Crimes against Public Order
7572,Property Crimes
15379,Property Crimes
18939,Property Crimes
16932,Violent Crimes
7355,Violent Crimes
4244,Property Crimes
18991,Property Crimes
1621,Property Crimes
15404,Violent Crimes
5650,Property Crimes
3949,Violent Crimes
2920,Property Crimes
4225,Property Crimes
13251,Violent Crimes
6316,Violent Crimes
1720,Violent Crimes
12509,Property Crimes
1675,Violent Crimes
2353,Property Crimes
9803,Violent Crimes
14320,Violent Crimes
8337,Property Crimes
9881,Property Crimes
8571,Property Crimes
1936,Violent Crimes
4674,Property Crimes
4660,Property Crimes
12834,Violent Crimes
5272,Fraud and White-Collar Crimes
7102,Property Crimes
10350,Property Crimes
19581,Property Crimes
4230,Property Crimes
19479,Property Crimes
382,Fraud and White-Collar Crimes
5467,Property Crimes
5891,Property Crimes
15232,Violent Crimes
19297,Crimes against Public Order
15549,Property Crimes
2099,Property Crimes
3485,Property Crimes
14794,Crimes against Public Order
10389,Crimes against Persons
18475,Crimes against Public Order
3432,Violent Crimes
3521,Violent Crimes
2664,Property Crimes
16558,Violent Crimes
8766,Property Crimes
6530,Violent Crimes
11169,Property Crimes
18952,Property Crimes
1163,Property Crimes
13950,Crimes against Public Order
441,Crimes against Public Order
19274,Property Crimes
18315,Fraud and White-Collar Crimes
16577,Violent Crimes
11757,Property Crimes
11135,Property Crimes
19586,Violent Crimes
7570,Property Crimes
7022,Violent Crimes
2870,Property Crimes
4909,Violent Crimes
14439,Fraud and White-Collar Crimes
17188,Violent Crimes
17795,Violent Crimes
7893,Property Crimes
3029,Property Crimes
13653,Crimes against Public Order
349,Fraud and White-Collar Crimes
11731,Property Crimes
19496,Property Crimes
9094,Property Crimes
12163,Property Crimes
3081,Fraud and White-Collar Crimes
4587,Property Crimes
5513,Crimes against Public Order
7375,Property Crimes
7016,Property Crimes
1418,Property Crimes
10019,Violent Crimes
6244,Violent Crimes
10996,Property Crimes
16004,Violent Crimes
12541,Property Crimes
8290,Property Crimes
18190,Property Crimes
13309,Property Crimes
1155,Violent Crimes
2670,Crimes against Public Order
6943,Property Crimes
18819,Violent Crimes
18153,Property Crimes
15791,Violent Crimes
9953,Fraud and White-Collar Crimes
7520,Violent Crimes
13763,Crimes against Public Order
14045,Property Crimes
10677,Violent Crimes
17585,Violent Crimes
3026,Violent Crimes
14940,Fraud and White-Collar Crimes
10401,Violent Crimes
6357,Property Crimes
18770,Property Crimes
3307,Property Crimes
12224,Property Crimes
17387,Property Crimes
19232,Property Crimes
9125,Property Crimes
7059,Fraud and White-Collar Crimes
8382,Property Crimes
8411,Property Crimes
17082,Property Crimes
1381,Crimes against Public Order
8691,Property Crimes
6397,Property Crimes
3498,Fraud and White-Collar Crimes
16485,Violent Crimes
4905,Property Crimes
3830,Property Crimes
7098,Fraud and White-Collar Crimes
9890,Property Crimes
4946,Violent Crimes
1848,Violent Crimes
11965,Property Crimes
900,Property Crimes
9096,Property Crimes
2521,Violent Crimes
4435,Property Crimes
2480,Violent Crimes
16806,Property Crimes
6677,Other Crimes
14002,Property Crimes
10233,Violent Crimes
5047,Crimes against Persons
11862,Property Crimes
5353,Property Crimes
9483,Property Crimes
16365,Violent Crimes
11759,Property Crimes
13937,Property Crimes
3032,Violent Crimes
15105,Property Crimes
896,Other Crimes
6925,Property Crimes
7707,Property Crimes
18663,Property Crimes
16532,Property Crimes
13406,Property Crimes
9255,Property Crimes
15342,Property Crimes
18313,Property Crimes
18318,Violent Crimes
8362,Property Crimes
1672,Property Crimes
18165,Violent Crimes
16495,Property Crimes
15471,Violent Crimes
18631,Property Crimes
15093,Property Crimes
2336,Violent Crimes
17946,Property Crimes
18150,Property Crimes
424,Violent Crimes
10178,Property Crimes
19552,Property Crimes
14561,Property Crimes
9332,Violent Crimes
12873,Violent Crimes
4596,Property Crimes
2686,Violent Crimes
13669,Property Crimes
13840,Violent Crimes
1427,Violent Crimes
18660,Property Crimes
18811,Fraud and White-Collar Crimes
11222,Property Crimes
199,Property Crimes
18277,Violent Crimes
8598,Property Crimes
15354,Violent Crimes
329,Property Crimes
14390,Property Crimes
7110,Crimes against Public Order
15927,Violent Crimes
3295,Property Crimes
2190,Crimes against Public Order
7284,Property Crimes
311,Property Crimes
16216,Violent Crimes
2833,Fraud and White-Collar Crimes
695,Property Crimes
12839,Violent Crimes
8987,Property Crimes
15199,Property Crimes
17816,Property Crimes
13930,Fraud and White-Collar Crimes
2977,Fraud and White-Collar Crimes
5729,Property Crimes
11435,Violent Crimes
16089,Fraud and White-Collar Crimes
10325,Property Crimes
9869,Property Crimes
1205,Property Crimes
10010,Property Crimes
3709,Violent Crimes
3679,Property Crimes
16883,Property Crimes
3816,Property Crimes
4084,Violent Crimes
6960,Property Crimes
7796,Violent Crimes
19375,Property Crimes
10452,Crimes against Public Order
6117,Property Crimes
11362,Property Crimes
2666,Violent Crimes
19754,Crimes against Public Order
2755,Property Crimes
4709,Violent Crimes
3391,Property Crimes
9,Property Crimes
18461,Property Crimes
11402,Property Crimes
5957,Violent Crimes
668,Property Crimes
1717,Violent Crimes
16744,Property Crimes
17889,Crimes against Public Order
18390,Crimes against Public Order
14438,Property Crimes
9565,Other Crimes
11933,Property Crimes
3560,Property Crimes
9374,Property Crimes
9200,Crimes against Public Order
17222,Property Crimes
5636,Property Crimes
15651,Violent Crimes
18349,Property Crimes
5372,Property Crimes
16757,Property Crimes
19767,Property Crimes
5819,Property Crimes
1422,Violent Crimes
16927,Property Crimes
268,Violent Crimes
19165,Violent Crimes
798,Property Crimes
3908,Property Crimes
18296,Property Crimes
10737,Crimes against Public Order
14606,Crimes against Public Order
17765,Fraud and White-Collar Crimes
12538,Property Crimes
6819,Property Crimes
1003,Crimes against Public Order
17066,Property Crimes
13317,Property Crimes
8900,Violent Crimes
5618,Property Crimes
11688,Property Crimes
2358,Crimes against Public Order
8139,Property Crimes
14736,Property Crimes
2485,Violent Crimes
15751,Property Crimes
13615,Crimes against Public Order
11354,Fraud and White-Collar Crimes
299,Property Crimes
4419,Property Crimes
1111,Crimes against Public Order
80,Property Crimes
1072,Violent Crimes
10441,Violent Crimes
13039,Crimes against Public Order
7942,Violent Crimes
8073,Violent Crimes
4733,Fraud and White-Collar Crimes
3153,Property Crimes
4893,Property Crimes
7972,Fraud and White-Collar Crimes
8916,Crimes against Public Order
10250,Property Crimes
9737,Violent Crimes
18597,Fraud and White-Collar Crimes
10508,Property Crimes
7618,Crimes against Public Order
13147,Crimes against Public Order
8338,Fraud and White-Collar Crimes
1665,Crimes against Persons
19805,Property Crimes
19624,Violent Crimes
19385,Property Crimes
3344,Property Crimes
15012,Property Crimes
9355,Crimes against Public Order
14918,Property Crimes
2339,Property Crimes
16438,Property Crimes
6914,Property Crimes
14391,Crimes against Public Order
15184,Crimes against Public Order
12469,Property Crimes
18466,Crimes against Public Order
2002,Violent Crimes
3159,Property Crimes
12264,Property Crimes
1791,Property Crimes
12017,Fraud and White-Collar Crimes
11711,Property Crimes
4508,Property Crimes
8493,Fraud and White-Collar Crimes
11214,Property Crimes
13902,Property Crimes
5728,Violent Crimes
3018,Violent Crimes
18386,Crimes against Public Order
19315,Violent Crimes
12376,Property Crimes
1734,Property Crimes
15024,Property Crimes
14947,Property Crimes
585,Violent Crimes
2201,Other Crimes
8905,Violent Crimes
9642,Property Crimes
18205,Violent Crimes
1701,Crimes against Public Order
16740,Property Crimes
17406,Violent Crimes
7215,Violent Crimes
4179,Property Crimes
3614,Crimes against Public Order
18762,Property Crimes
1778,Violent Crimes
13548,Property Crimes
9056,Property Crimes
12436,Property Crimes
4275,Property Crimes
12111,Fraud and White-Collar Crimes
5986,Property Crimes
14445,Property Crimes
4968,Property Crimes
13438,Property Crimes
14084,Property Crimes
6581,Property Crimes
15660,Crimes against Public Order
8466,Fraud and White-Collar Crimes
11878,Crimes against Public Order
14697,Property Crimes
12776,Fraud and White-Collar Crimes
6761,Crimes against Persons
12430,Property Crimes
572,Other Crimes
12263,Violent Crimes
7209,Fraud and White-Collar Crimes
10479,Property Crimes
12664,Crimes against Public Order
11804,Property Crimes
9146,Crimes against Public Order
14249,Property Crimes
10292,Violent Crimes
6293,Crimes against Public Order
1395,Fraud and White-Collar Crimes
12356,Property Crimes
10175,Property Crimes
15702,Property Crimes
669,Property Crimes
14958,Fraud and White-Collar Crimes
15774,Violent Crimes
13312,Property Crimes
10235,Violent Crimes
7981,Property Crimes
7067,Violent Crimes
19237,Property Crimes
11508,Property Crimes
12770,Property Crimes
8266,Property Crimes
9110,Property Crimes
8908,Property Crimes
2231,Property Crimes
1285,Property Crimes
5772,Violent Crimes
16891,Fraud and White-Collar Crimes
17598,Fraud and White-Collar Crimes
13800,Property Crimes
6272,Violent Crimes
6058,Property Crimes
2990,Property Crimes
11589,Violent Crimes
790,Fraud and White-Collar Crimes
5303,Property Crimes
5474,Property Crimes
4782,Violent Crimes
5326,Property Crimes
8460,Violent Crimes
11797,Property Crimes
2035,Property Crimes
9536,Property Crimes
18717,Violent Crimes
3084,Violent Crimes
5540,Violent Crimes
10177,Violent Crimes
6216,Violent Crimes
11228,Fraud and White-Collar Crimes
5691,Violent Crimes
8462,Other Crimes
13900,Violent Crimes
7282,Property Crimes
9314,Violent Crimes
2988,Property Crimes
5134,Property Crimes
3232,Property Crimes
1192,Property Crimes
1429,Property Crimes
4115,Violent Crimes
16544,Property Crimes
19393,Property Crimes
7235,Violent Crimes
5943,Property Crimes
19097,Property Crimes
3855,Violent Crimes
18404,Property Crimes
951,Violent Crimes
10122,Property Crimes
15638,Property Crimes
10284,Property Crimes
19958,Property Crimes
18501,Property Crimes
2030,Property Crimes
15576,Property Crimes
9548,Property Crimes
8141,Violent Crimes
7781,Property Crimes
9698,Property Crimes
5974,Violent Crimes
4451,Property Crimes
12508,Crimes against Public Order
19205,Property Crimes
16522,Property Crimes
8008,Property Crimes
16468,Property Crimes
9155,Property Crimes
6519,Crimes against Public Order
7504,Property Crimes
13233,Crimes against Public Order
127,Property Crimes
17163,Violent Crimes
11612,Crimes against Public Order
6608,Property Crimes
17160,Violent Crimes
17998,Violent Crimes
16023,Fraud and White-Collar Crimes
12060,Property Crimes
19651,Crimes against Public Order
1585,Property Crimes
408,Crimes against Public Order
5411,Property Crimes
17933,Property Crimes
15605,Property Crimes
13755,Fraud and White-Collar Crimes
8620,Property Crimes
7146,Property Crimes
4148,Violent Crimes
13981,Property Crimes
8605,Property Crimes
17742,Property Crimes
19731,Property Crimes
4350,Fraud and White-Collar Crimes
538,Crimes against Persons
4269,Property Crimes
18621,Property Crimes
2683,Violent Crimes
10585,Property Crimes
14663,Property Crimes
14594,Property Crimes
9896,Property Crimes
5199,Crimes against Public Order
2362,Property Crimes
16738,Property Crimes
5795,Property Crimes
5810,Property Crimes
5062,Crimes against Persons
9680,Property Crimes
2760,Property Crimes
18975,Property Crimes
18882,Property Crimes
6979,Crimes against Public Order
8276,Violent Crimes
13458,Crimes against Public Order
10134,Violent Crimes
18442,Property Crimes
8782,Fraud and White-Collar Crimes
1171,Property Crimes
12186,Property Crimes
1483,Property Crimes
6135,Property Crimes
13269,Property Crimes
16417,Property Crimes
13662,Property Crimes
10258,Property Crimes
17212,Crimes against Public Order
11330,Property Crimes
4418,Property Crimes
15743,Property Crimes
6105,Violent Crimes
18345,Crimes against Public Order
18996,Violent Crimes
16650,Property Crimes
789,Property Crimes
15261,Property Crimes
6648,Crimes against Public Order
6998,Property Crimes
9189,Property Crimes
8370,Property Crimes
12247,Property Crimes
17197,Property Crimes
14562,Violent Crimes
8577,Property Crimes
1829,Violent Crimes
8333,Property Crimes
17333,Violent Crimes
16182,Property Crimes
13629,Property Crimes
19200,Crimes against Persons
17842,Fraud and White-Collar Crimes
5578,Property Crimes
4196,Property Crimes
6673,Crimes against Public Order
3870,Crimes against Public Order
19892,Property Crimes
17786,Property Crimes
4014,Property Crimes
19119,Property Crimes
8524,Violent Crimes
372,Property Crimes
12655,Violent Crimes
12049,Property Crimes
11313,Property Crimes
16024,Property Crimes
18206,Property Crimes
16387,Property Crimes
14876,Crimes against Public Order
9493,Violent Crimes
9039,Property Crimes
15368,Violent Crimes
4723,Fraud and White-Collar Crimes
5283,Property Crimes
16634,Property Crimes
19014,Property Crimes
12062,Property Crimes
3754,Violent Crimes
3167,Violent Crimes
10226,Property Crimes
9153,Property Crimes
12332,Property Crimes
13433,Property Crimes
13624,Violent Crimes
5371,Fraud and White-Collar Crimes
845,Property Crimes
3350,Violent Crimes
11906,Crimes against Public Order
19939,Property Crimes
17732,Property Crimes
12894,Violent Crimes
7998,Property Crimes
6302,Property Crimes
16346,Property Crimes
5054,Property Crimes
11286,Property Crimes
11057,Property Crimes
18444,Property Crimes
18490,Property Crimes
4800,Property Crimes
6866,Property Crimes
6863,Property Crimes
7737,Property Crimes
11866,Property Crimes
12492,Property Crimes
2982,Violent Crimes
2490,Crimes against Public Order
11411,Property Crimes
2171,Property Crimes
3647,Property Crimes
16912,Property Crimes
19869,Crimes against Public Order
9992,Property Crimes
17132,Property Crimes
6181,Property Crimes
7790,Property Crimes
470,Other Crimes
9821,Violent Crimes
19674,Property Crimes
1337,Crimes against Public Order
16390,Violent Crimes
